Judaize,false,Judaize
abalienate,false,ab,alien,ate
aband,false,ab,and
abandon,false,abandon
abandon over,false,abandonover
abare,false,ab,are
abase,false,abase
abash,false,abash
abate,false,abate
abbreviate,false,abbreviate
abdicate,false,abdicate
abduce,false,abduce
aberuncate,false,aberuncate
abet,true,abet
abhor,true,abhor
abide
abject,false,abject
abjugate,false,abjugate
abjure,false,abjure
ablactate,false,ablactate
able,false,able
ablegate,false,able,gate
abligate,false,abligate
ablocate,false,ablocate
ablude,false,ablude
abnegate,false,abnegate
abode,false,ab,ode
abolish,false,abolish
abominate
abort,false,abort
abound,false,abound
abrade,false,abrade
abridge,false,ab,ridge
abrogate,false,abrogate
abrook,false,ab,rook
abscind,false,abscind
abscond,false,abscond
absent,false,absent
absist,false,absist
absolve,false,absolve
abstain,false,abstain
absterge,false,absterge
abstract,false,abstract
abstringe,false,abstringe
abstrude,false,ab,strude
absume,false,absume
abuse,false,abuse
abut,true,abut
accede,false,accede
accelerate,false,accede
accend,false,accend
accent,true,accent
accentuate,false,accentuate
accept,true,accept
accite,false,ac,cite
accloy,false,ac,cloy
accoil,false,ac,coil
accommodate,false,accommodate
accompany,false,accompany
accomplish,false,accomplish
accord,true,accord
accost,false,ac,cost
account,true,account
accouple,false,ac,couple
accourage,false,ac,courage
accourt,false,ac,court
accoutre,false,accoutre
accroach,false,accroach
accrue,true,accrue
accumb,false,accumb
accumulate,false,accumulate
accurse,false,ac,curse
accuse,true,accuse
accustom,false,accustom
acervate,false,acervate
ache,true,ache
achieve,true,achieve
acidulate,false,acidulate
acknowledge,false,acknowledge
acquaint,true,acquaint
acquiesce,true,acquiesce
acquire,true,acquire
acquit,true,acquit
acquittance,false,ac,quittance
act,true,act
activate,false,activate
actuate,false,actuate
acuate,false,acuate
adapt,true,adapt
adcorporate,false,adcorporate
add,true,add
addecimate,false,addecimate
addeem,false,addeem
addict,false,addict
addle,false,addle
address,true,address
addulce,false,addulce
adhere,true,adhere
adhibit,false,adhibit
adject,false,adject
adjoin,true,adjoin
adjourn,true,adjourn
adjudge,true,adjudge
adjudicate,false,adjudicate
adjugate,false,adjugate
adjure,false,adjure
adjust,true,adjust
adjute,false,adjute
adjuvate,false,adjuvate
administer,false,administer
administrate,false,administrate
admire,true,admire
admit,true,admit
admix,false,admix
admonish,false,admonish
admove,false,admove
adopt,true,adopt
adore,true,adore
adorn
adulter,false,adult,er
adulterate,false,adult,er,ate
adumbrate,false,adumbrate
adure,false,adure
advance,true,advance
advantage,false,advantage
advene,false,advene
adventure,false,adventure
advert,false,advert
advertise,false,advertise
advesperate,false,advesperate
advise,true,advise
affear,false,affear
affect,true,affect
affere,false,affere
affiance,false,affiance
affirm,true,affirm
affix,true,affix
afflict,true,afflict
afford,true,afford
afforest,false,afforest
affranchise,false,affranchise
affray,false,affray
affright,false,affright
affront,false,affront
affuse,false,affuse
affy,false,affy
aftereye,false,after,eye
agaze,false,agaze
aggerate,false,aggerate
agglomerate,false,agglomerate
agglutinate,false,agglutinate
aggrandize,false,aggrandize
aggrate,false,aggrate
aggravate,false,aggravate
aggregate,false,aggregate
aggress,false,aggress
aggrieve,false,aggrieve
aggroup,false,aggroup
agist,false,agist
agitate,false,agitate
agnize,false,agnize
agonize,false,agonize
agrace,false,agrace
agrease,false,agrease
agree,true,agree
agrise,false,agrise
aguise,false,aguise
aid,true,aid
ail,true,ail
aim,true,aim
air,true,air
ake,false,ake
alarm,true,alarm
alarum,false,alarum
alcoholize,false,alcoholize
alien,false,alien
alienate,false,alienate
aligge,false,aligge
alight,true,alight
alkalizate,false,alkalizate
allay,true,allay
allege,true,allege
allegorize,false,allegorize
alleviate,false,alleviate
alligate,false,alligate
alloo,false,al,loo
allot,true,allot
allow,true,allow
allude,true,allude
allure,true,allure
ally,true,ally
alphabet,false,alpha,bet
alter,false,alter
alternate,false,alternate
amalgamate,false,amalgamate
amass,true,amass
amate,false,am,ate
amaze,true,amaze
amble,false,amble
amend,true,amend
amerce,false,amerce
amit,false,am,it
amortize,false,amortize
amount,true,amount
amove,false,amove
ampliate,false,ampliate
amplificate,false,amplificate
amplify,false,amplify
amputate,false,amputate
amuse,true,amuse
anagrammatize,false,anagrammatize
analogize,false,analogize
analyze,false,analyze
anathematize,false,anathematize
anatomize,false,anatomize
anchor,false,anchor
anger,false,anger
angle,false,angle
animadvert,false,animadvert
animate,false,animate
anneal,false,an,ne,al
annex,false,annex
annihilate,false,annihilate
announce,false,announce
annoy,true,annoy
annul,true,annul
annumerate,false,annumerate
annunciate,false,annunciate
anoint,true,anoint
answer,false,answer
antagonize,false,ant,agonize
antecede,false,antecede
antedate,false,ante,date
antepone,false,antepone
anticipate,false,anticipate
antick,false,an,tick
antiquate,false,antiquate
ape,true,ape
apologize,false,apologize
apostatize,false,apostatize
apostemate,false,apostemate
apostrophize,false,apostrophize
apostume,false,apostume
appal,true,appal
apparel,false,apparel
appay,false,appay
appeach,false,appeach
appeal,true,appeal
appear,true,appear
appease,true,appease
append,true,append
appendicate,false,appendicate
appertain,false,appertain
applaud,true,applaud
apply,true,apply
appoint,true,appoint
apportion,false,apportion
appose,false,appose
appraise,false,appraise
apprehend,false,apprehend
apprentice,false,apprentice
apprize,false,apprize
approach,true,approach
approperate,false,approperate
appropinquate,false,appropinquate
appropinque,false,appropinque
appropriate,false,appropriate
approve,true,approve
apricate,false,apricate
apt,false,apt
aptate,false,apt,ate
arbitrate,false,arbitrate
arch,true,arch
aread,false,aread
areed,false,areed
arefy,false,are,fy
argue,false,argue
arietate,false,arietate
arm,true,arm
aromatize,false,aromatize
arouse,true,arouse
arraign,true,arraign
arrange,true,arrange
arraught,false,arraught
array,false,array
arrest,true,arrest
arride,false,arride
arrive,true,arrive
arrode,false,arrode
arrogate,false,arrogate
article,false,article
articulate,false,articulate
artuate,false,artuate
ascend,true,ascend
ascertain,false,ascertain
ascribe,true,ascribe
ask,true,ask
aslake,false,as,lake
aspect,false,aspect
asperate,false,asp,er,ate
asperse,false,asperse
aspirate,false,aspirate
aspire,true,aspire
assail,true,assail
assart,false,as,sart
assassinate,false,assassinate
assault,true,assault
assay,false,as,say
assemble,false,assemble
assent,false,as,sent
assert,true,assert
asserve,false,as,serve
assess,true,assess
assever,false,ass,ever
asseverate,false,as,sever,ate
assiege,false,as,siege
assign,true,assign
assimilate,false,assimilate
assimulate,false,assimulate
assist,true,assist
assize,false,as,size
associate,false,associate
assort,true,assort
assot,false,as,sot
assuage,true,assuage
assubjugate,false,as,subjugate
assume,true,assume
assure,true,assure
astert,false,astert
astonish,false,astonish
astound,true,astound
astrict,false,astrict
astringe,false,astringe
astrologize,false,astrologize
atone,true,atone
attach,true,attach
attack,true,attack
attain,true,attain
attaint,false,at,taint
attaminate,false,attaminate
attemper,false,at,temper
attemperate,false,at,temper,ate
attempt,true,attempt
attend,true,attend
attenuate,false,attenuate
attest,true,attest
attinge,false,at,tinge
attire,false,at,tire
attorney,false,attorney
attract,true,attract
attribute,false,attribute
attune,true,attune
auction,false,auction
audit,false,audit
augment,true,augment
augur,false,augur
augurate,false,augur,ate
augurise,false,augurise
aumail,false,aumail
australize,false,australize
authorize,false,authorize
avail,true,avail
avale,false,avale
avel,false,avel
avenge,true,avenge
aver,false,aver
averruncate,false,averruncate
avert,true,avert
avize,false,avize
avocate,false,avocate
avoid,true,avoid
avouch,false,avouch
avow,true,avow
await,true,await
awaken,false,awaken
award,true,award
aware,false,aware
awe,false,awe
awhape,false,awhape
baa,false,baa
babble
back
backbite,false,back,bite
badge
baffle
bag,true,bag
baigne,false,baigne
bail
bait
balance
balbucinate,false,balbucinate
balbutiate,false,balbutiate
balderdash,false,balderdash
bale
balk
ballad,false,ballad
ballast,false,ballast
ballot,false,ballot
balm,false,balm
bamboozle
ban,true,ban
band
bandy
bane,false,bane
bang
bangle,false,bangle
banish
bank
bankrupt
banquet
banter,false,banter
baptize,false,baptize
bar,true,bar
barb
barbecue
barber,false,barb,er
bare
bargain
bark
barrel
barricade
barricado,false,barricado
barter,false,barter
base
bash
basil,false,basil
bask
bass,false,bass
bastard,false,bastard
bastardize,false,bastardize
baste,false,baste
bastinade,false,bastinade
bastinado,false,bastinado
bat
bate
bathe
batten,false,batten
batter,false,batter
battle
bawd,false,bawd
bawl
bay
be born,false,beborn
be versed,false,beversed
be wont,false,bewont
beal,false,be,al
beam
beard,false,be,ard
beast,false,beast
beatify,false,beatify
beautify,false,beautify
beauty,false,beauty
becalm,false,be,calm
bechance,false,be,chance
beck,false,beck
beckon,false,beckon
beclip,false,be,clip
bed,true,bed
bedabble,false,be,dabble
bedaggle,false,be,daggle
bedash,false,be,dash
bedawb,false,bedawb
bedazzle
bedeck,false,be,deck
bedew,false,be,dew
bedight,false,be,dight
bedim,true,be,dim
bedizen,false,be,dizen
bedraggle
bedrench,false,be,drench
bedrop,false,be,drop
bedung,false,be,dung
bedust,false,be,dust
bedwarf,false,be,dwarf
beetle,false,beetle
befit,true,betfit
befool,false,be,fool
befortune,false,be,for,tune
befoul,false,be,foul
befriend
befringe,false,be,fringe
beg,true,beg
beggar,false,beg,gar
begird,false,be,gird
begirt,false,be,girt
begnaw,false,be,gnaw
begrease,false,be,grease
begrime,false,be,grime
beguile
behave
behead
behoove,false,behoove
behowl,false,be,howl
belabour,false,be,la,bour
belace,false,be,lace
belay,false,be,lay
belch
beleaguer,false,be,leaguer
belee,false,be,lee
belie
believe
bell,false,bell
bellow
belly
belock,false,be,lock
belong
belowt,false,be,lowt
bemad,false,be,mad
bemire,false,be,mire
bemoan
bemock,false,be,mock
bemoil,false,be,mo,il
bemonster,false,be,monster
bench
bend
benefit,false,benefit
benet,false,be,net
benight,false,be,night
benum,false,benum
bepaint,false,be,paint
bepinch,false,be,pin,ch
bepiss,false,be,piss
bequeath
berattle,false,be,rattle
berhyme,false,be,rhyme
berob,false,be,rob
berry,false,berry
bescreen,false,be,screen
beseem,false,be,seem
beshrew,false,be,shrew
besiege
beslubber,false,be,slubber
besmear,false,be,smear
besmirch,false,be,smirch
besmoke,false,be,smoke
besmut,false,be,smut
besort,false,be,sort
besot,false,be,sot
bespangle,false,be,spangle
bespatter,false,be,spatter
bespawl,false,be,spawl
bespeak,false,be,speak
bespeckle,false,be,speckle
bespew,false,be,spew
bespice,false,be,spice
bespit,false,be,spit
bespot,false,be,spot
bespread,false,be,spread
besprinkle,false,be,sprinkle
besputter,false,be,sputter
bestain,false,be,stain
bestead,false,be,stead
bestick,false,be,stick
bestir,false,be,stir
bestow
bestrew,false,be,strew
bestride,false,be,stride
bestud,false,be,stud
bet,true,bet
beteem,false,be,teem
bethral,false,bethral
bethump,false,be,thump
betide,false,be,tide
betoken,false,be,to,k,en
betoss,false,be,toss
betray
betrim,false,be,trim
betroth,false,be,troth
betrust,false,be,trust
better,false,better
bevel,false,bevel
bewail,false,be,wail
beware,false,be,ware
beweep,false,be,weep
bewet,false,be,wet
bewilder,false,bewilder
bewitch
bewray,false,bewray
bias
bib,false,bib
bicker,false,bicker
bide
bilge,false,bilge
bilk,false,bilk
bill
billet,false,billet
billow
bird,false,bird
bisect
bishop,false,bishop
bit,false,bit
blab,true,blab
blabber,false,blabber
black
blacken,false,blacken
blade
blame
blanch,false,blanch
blandish,false,bland,ish
blank
blanket,false,blanket
blare
blaspheme
blast
blatter,false,blatter
blaze
blazon,false,blazon
bleach
blear,false,blear
bleat
blemish
blench,false,blench
blend
bless
blight
blind
blindfold
blink
blissom,false,blissom
blister,false,blister
bloat
block
blockade
blood,false,blood
blood-let,false,blood-let
bloom
blossom,false,blossom
blot,true,blot
blote,false,blote
blubber,false,blubber
blunder,false,blunder
blunt
blur,true,blur
blurt
blush
bluster,false,bluster
board
boast
bob,true,bob
bode
bodge
body,false,body
boggle
boil
bolden,false,bold,en
boll,false,boll
bolster,false,bolster
bolt
bomb
bombard
bone
boneset,false,bo,ne,set
book
boom
boot
border,false,border
bordrage,false,bordrage
bore
borrow
bosom,false,bosom
botch
bottle
bottom,false,bottom
bouge,false,bouge
boult,false,boult
bounce
bound
bourgeon,false,bourgeon
bouse,false,bo,use
bow
